order_id,customer_id,status,price1,price2,price3,purchase_date,country,category
558,321,Pending,1187.94,1256.56,1342.89,2025-05-28,India,Office
559,572,Completed,4076.53,4405.96,3766.84,2025-07-03,UK,Storage
560,638,Completed,803.46,818.26,890.04,2025-01-29,India,Storage
561,384,Pending,4532.49,4585.61,4776.5,2025-03-22,Singapore,Storage
562,513,Completed,1079.8,1133.78,1060.44,2025-02-07,USA,Accessories
563,352,Cancelled,4706.24,4753.85,5170.05,2025-05-13,Singapore,Electronics
564,561,Pending,4775.5,4907.81,5919.86,2025-06-22,Canada,Electronics
565,349,Completed,3556.04,3575.22,4021.28,2025-05-22,India,Office
566,473,Completed,2434.64,2488.16,2642.26,2025-04-21,USA,Networking
567,518,Cancelled,4444.32,4339.48,4585.75,2025-08-28,India,Accessories
568,566,Cancelled,3390.58,3519.44,3654.36,2025-06-09,Canada,Electronics
569,399,Completed,3973.13,4136.13,4088.57,2025-02-04,USA,Office
570,663,Pending,637.63,574.09,526.03,2025-01-02,India,Electronics
571,415,Completed,4084.43,4026.25,4170.48,2025-01-14,Canada,Accessories
572,628,Completed,1328.2,1418.09,1456.9,2025-01-10,Canada,Office
573,480,Completed,1287.99,1264.93,1371.55,2025-06-26,India,Networking
574,600,Completed,3235.02,3311.8,3343.31,2025-01-14,Singapore,Office
575,465,Completed,1244.25,1177.7,1139.61,2025-01-23,India,Accessories
576,402,Completed,1067.6,1138.1,1129.65,2025-05-18,Singapore,Networking
577,515,Pending,4726.73,4817.34,4863.15,2025-06-05,Singapore,Accessories
578,665,Cancelled,1016.84,1024.98,1133.73,2025-01-29,UK,Electronics
579,614,Completed,2294.33,2198.73,1963.1,2025-06-02,Singapore,Office
580,541,Pending,2324.64,2549.81,2826.41,2025-01-09,USA,Networking
581,440,Completed,3380.56,3411.89,3649.13,2025-06-18,UK,Office
582,437,Completed,3279.66,3705.63,3845.87,2025-04-14,UK,Electronics
583,523,Pending,2716.71,2693.56,2579.46,2025-08-10,Canada,Electronics
584,508,Cancelled,932.94,963.99,1066.97,2025-04-29,Canada,Accessories
585,331,Cancelled,1195.77,1251.7,1093.34,2025-03-22,USA,Office
586,475,Cancelled,2112.4,2206.95,2124.06,2025-07-25,Canada,Storage
587,503,Completed,4979.14,5087.41,4961.42,2025-08-19,USA,Office
588,358,Pending,3348.09,3333.68,3611.26,2025-04-04,Singapore,Storage
589,487,Completed,4247.0,4592.9,4328.29,2025-02-09,India,Storage
590,620,Completed,2461.93,2407.46,2735.85,2025-02-03,Canada,Storage
591,317,Cancelled,1093.1,1041.66,1025.11,2025-04-23,UK,Office
592,553,Pending,2654.91,2807.28,2325.72,2025-03-12,USA,Electronics
593,408,Completed,3332.91,3303.04,3302.15,2025-07-22,USA,Networking
594,545,Completed,2881.83,2977.31,3128.57,2025-03-29,India,Storage
595,513,Completed,2722.04,2680.25,2572.28,2025-07-24,Singapore,Storage
596,454,Completed,2844.49,2718.08,2757.07,2025-04-30,USA,Office
597,551,Completed,1958.74,2031.16,2045.84,2025-02-12,Singapore,Accessories
598,576,Completed,3153.0,3142.28,3271.0,2025-03-15,UK,Office
599,510,Completed,3253.65,3456.67,3455.97,2025-08-24,Singapore,Storage
600,506,Completed,3997.22,3782.94,4074.8,2025-08-20,Singapore,Accessories
601,623,Pending,3408.87,3683.47,3396.93,2025-05-13,UK,Storage
602,628,Completed,1993.87,1829.2,1678.32,2025-06-29,Singapore,Networking
603,685,Completed,2538.88,2313.56,2455.23,2025-08-25,UK,Networking
604,560,Cancelled,4089.48,4200.13,4540.48,2025-05-14,India,Accessories
605,322,Completed,902.7,913.32,827.56,2025-01-12,USA,Networking
606,304,Completed,4084.01,4133.35,4012.99,2025-06-27,Canada,Storage
607,394,Cancelled,2767.29,2681.55,2836.25,2025-01-02,Canada,Office
608,580,Completed,1493.23,1313.09,1508.58,2025-06-11,Canada,Storage
609,661,Cancelled,2225.92,2194.06,2204.6,2025-05-22,USA,Storage
610,572,Cancelled,3701.14,3830.53,4536.17,2025-03-24,India,Storage
611,610,Completed,3044.41,2780.97,2873.16,2025-02-02,UK,Office
612,388,Cancelled,2080.74,1965.91,2097.59,2025-02-02,UK,Accessories
613,421,Completed,1979.15,1947.11,1722.5,2025-06-02,UK,Networking
614,501,Completed,4526.19,4140.18,3687.85,2025-03-10,UK,Networking
615,423,Pending,3117.43,3159.88,3042.62,2025-06-28,UK,Networking
616,420,Completed,4421.85,4506.99,4748.63,2025-02-07,USA,Electronics
617,534,Completed,2590.78,2752.93,2693.18,2025-04-16,Singapore,Storage
618,568,Pending,1251.82,1301.32,1483.34,2025-07-09,Canada,Accessories
619,428,Cancelled,2391.67,2505.52,2104.28,2025-05-04,Canada,Storage
620,418,Pending,701.44,669.34,671.96,2025-03-01,India,Electronics
621,319,Pending,2168.72,2282.49,2149.93,2025-01-27,India,Networking
622,690,Completed,2316.4,2314.82,2491.05,2025-04-05,USA,Office
623,365,Completed,2651.71,2444.42,2627.41,2025-05-02,India,Electronics
624,487,Completed,1883.46,1668.68,1502.26,2025-03-04,Canada,Office
625,434,Completed,4679.77,4412.99,4106.01,2025-03-21,USA,Storage
626,377,Cancelled,1035.74,1050.14,1084.43,2025-01-12,India,Storage
627,626,Completed,3252.69,3415.61,3808.47,2025-01-27,India,Electronics
628,575,Completed,4325.5,4714.27,5003.27,2025-01-02,Canada,Office
629,698,Completed,4626.45,4391.64,5199.26,2025-03-03,Canada,Accessories
630,332,Cancelled,1864.64,1924.27,2030.88,2025-07-15,USA,Storage
631,506,Cancelled,759.3,772.24,677.49,2025-03-18,UK,Storage
632,581,Completed,3657.22,3973.39,4484.91,2025-06-24,India,Storage
633,360,Pending,1061.11,1003.1,1055.02,2025-01-31,UK,Accessories
634,349,Cancelled,476.27,519.08,566.6,2025-01-01,Canada,Accessories
635,529,Cancelled,2866.52,2711.38,2732.84,2025-07-31,Canada,Electronics
636,479,Completed,3452.66,3144.22,3176.24,2025-03-12,UK,Electronics
637,363,Completed,1566.86,1500.66,1400.57,2025-07-29,USA,Networking
638,600,Completed,3007.91,2988.02,2750.36,2025-06-24,Singapore,Office
639,669,Cancelled,4061.73,4113.09,4029.53,2025-01-03,UK,Networking
640,609,Cancelled,3539.88,3588.24,3332.92,2025-04-05,Canada,Storage
641,573,Completed,4597.88,4330.72,3684.0,2025-07-26,India,Networking
642,558,Completed,2778.29,2946.96,2375.76,2025-04-01,Canada,Storage
643,679,Cancelled,4558.28,4386.69,4160.57,2025-01-26,UK,Office
644,302,Completed,506.44,554.68,567.35,2025-06-28,USA,Office
645,672,Cancelled,1868.01,2164.92,2355.66,2025-04-05,Canada,Storage
646,305,Pending,2551.15,2667.05,2727.02,2025-08-13,Singapore,Office
647,607,Cancelled,3548.99,3205.28,3440.31,2025-02-09,India,Accessories
648,380,Cancelled,4452.77,4298.37,4670.1,2025-06-30,India,Office
649,492,Completed,1593.42,1615.64,1517.68,2025-04-23,UK,Electronics
650,398,Completed,909.18,908.62,910.73,2025-04-29,Singapore,Storage
651,421,Cancelled,4929.02,4655.19,4311.83,2025-08-05,Canada,Storage
652,464,Completed,2943.33,2575.16,2275.62,2025-03-15,India,Networking
653,461,Pending,1564.98,1540.59,1700.73,2025-02-09,UK,Office
654,510,Completed,2107.76,2148.83,2209.44,2025-03-13,Singapore,Storage
655,318,Pending,955.01,944.25,866.67,2025-08-14,USA,Storage
656,371,Completed,2302.41,2366.37,2295.92,2025-02-13,Canada,Storage
657,354,Cancelled,1960.88,2012.79,2272.59,2025-07-29,Canada,Office
658,419,Completed,4484.75,4356.61,4385.83,2025-08-14,India,Electronics
659,481,Completed,2398.99,2408.07,2457.39,2025-05-09,UK,Accessories
660,336,Pending,1152.45,1186.42,1100.92,2025-08-17,UK,Networking
661,649,Pending,4617.5,4822.15,5107.92,2025-01-29,India,Accessories
662,688,Completed,1261.3,1076.48,1130.98,2025-05-08,UK,Office
663,448,Pending,4635.06,4365.66,4204.27,2025-02-06,UK,Networking
664,323,Completed,3853.86,3932.49,4519.81,2025-05-30,Singapore,Storage
665,512,Cancelled,410.62,382.6,382.42,2025-06-03,UK,Accessories
666,459,Completed,1100.7,1094.86,1136.3,2025-01-31,UK,Storage
667,559,Completed,2521.06,2469.08,2238.6,2025-06-24,USA,Office
668,545,Cancelled,1215.28,1259.98,1322.92,2025-03-24,Canada,Office
669,695,Completed,3848.25,3964.53,3947.84,2025-08-03,UK,Accessories
670,369,Completed,2085.14,2222.22,2247.16,2025-08-16,USA,Accessories
671,360,Pending,4572.6,4760.93,4833.57,2025-05-03,Singapore,Office
672,578,Completed,978.71,995.36,1068.62,2025-04-16,UK,Office
673,593,Completed,1902.12,2039.29,1998.38,2025-01-05,Singapore,Accessories
674,600,Cancelled,995.07,981.44,974.62,2025-06-10,USA,Networking
675,413,Completed,1331.6,1372.62,1168.6,2025-08-07,Singapore,Networking
676,533,Cancelled,3277.2,3448.52,3845.14,2025-03-03,Singapore,Storage
677,476,Pending,2240.28,2240.12,2461.65,2025-01-06,Singapore,Office
678,371,Pending,1882.19,1973.84,2123.63,2025-07-24,Canada,Networking
679,625,Completed,4598.29,4723.04,4456.42,2025-02-28,USA,Networking
680,309,Pending,3907.91,4385.68,3990.16,2025-07-03,Singapore,Networking
681,542,Cancelled,1585.92,1621.19,1633.68,2025-03-11,Singapore,Storage
682,563,Completed,1171.42,1167.89,1091.09,2025-07-26,Canada,Accessories
683,354,Completed,3961.95,3741.15,3747.35,2025-02-03,Canada,Accessories
684,415,Completed,2344.88,2674.24,2602.23,2025-02-06,India,Networking
685,553,Completed,4037.39,4049.89,4166.66,2025-02-03,India,Networking
686,481,Completed,1211.24,1194.48,1161.41,2025-07-19,India,Storage
687,418,Completed,4963.39,5267.72,6038.57,2025-06-06,Singapore,Storage
688,348,Completed,2521.56,2598.98,2775.37,2025-03-18,Canada,Accessories
689,605,Cancelled,4227.75,4059.78,4564.35,2025-07-08,USA,Accessories
690,394,Completed,2659.78,2627.8,2701.81,2025-07-12,Singapore,Storage
691,666,Cancelled,2855.66,2714.5,2866.58,2025-02-06,India,Accessories
692,335,Cancelled,560.26,552.69,642.06,2025-07-05,UK,Networking
693,311,Cancelled,4186.37,4131.3,3987.25,2025-07-26,India,Electronics
694,469,Completed,1584.28,1587.23,1607.7,2025-06-27,USA,Office
695,586,Cancelled,1408.27,1370.02,1399.01,2025-03-30,UK,Accessories
696,604,Completed,1206.59,1268.74,1312.8,2025-02-12,India,Accessories
697,641,Completed,2464.16,2477.79,2527.61,2025-06-06,India,Networking
698,682,Completed,1415.67,1389.96,1389.45,2025-02-16,Canada,Office
699,303,Cancelled,4211.32,4590.71,4531.31,2025-05-13,UK,Storage
700,672,Completed,1596.85,1517.18,1537.22,2025-04-27,Singapore,Accessories
701,440,Completed,1645.21,1679.55,1535.71,2025-04-03,UK,Electronics
702,556,Completed,404.91,377.04,375.04,2025-01-16,Singapore,Networking
703,611,Cancelled,2561.8,2690.85,2689.42,2025-08-02,India,Networking
704,436,Cancelled,1299.24,1239.05,1411.02,2025-05-21,USA,Office
705,466,Pending,1210.24,1204.04,1165.46,2025-04-12,USA,Electronics
706,438,Cancelled,2043.9,2074.3,2262.94,2025-01-14,USA,Accessories
707,620,Completed,859.22,800.02,700.14,2025-08-12,Canada,Electronics
708,463,Completed,3869.65,4119.35,4337.18,2025-07-24,India,Electronics
709,477,Completed,1890.11,1835.61,1954.49,2025-04-07,India,Accessories
710,670,Completed,2693.74,2705.39,2830.27,2025-08-23,India,Networking
711,488,Pending,1288.76,1388.76,1558.41,2025-03-19,India,Storage
712,531,Completed,2384.99,2393.1,2362.06,2025-04-09,USA,Storage
713,592,Completed,2474.81,2662.5,2546.01,2025-03-21,USA,Storage
714,440,Cancelled,1990.36,1986.52,2302.72,2025-03-18,UK,Accessories
715,500,Cancelled,1386.88,1355.87,1377.61,2025-04-04,Singapore,Networking
716,510,Completed,3148.01,3241.44,3704.83,2025-08-11,Canada,Networking
717,639,Completed,3063.3,3066.88,2981.07,2025-08-10,USA,Electronics
718,665,Completed,3819.92,3405.34,2924.75,2025-01-07,UK,Electronics
719,481,Pending,1921.29,1919.06,2265.03,2025-07-08,India,Office
720,324,Completed,3964.58,3542.51,3686.38,2025-02-08,USA,Storage
721,331,Cancelled,1263.0,1202.04,1231.22,2025-07-25,Canada,Storage
722,347,Completed,2616.11,2583.26,2122.26,2025-07-14,India,Accessories
723,664,Completed,2321.05,2184.11,2368.37,2025-03-30,UK,Networking
724,328,Pending,4421.94,4377.07,4596.29,2025-03-14,USA,Storage
725,474,Cancelled,3474.32,3470.46,3105.95,2025-02-09,Singapore,Office
726,532,Cancelled,1385.9,1377.32,1486.63,2025-05-06,UK,Networking
727,375,Cancelled,2262.97,2309.58,2699.34,2025-08-16,India,Office
728,533,Cancelled,3317.48,3185.13,3357.84,2025-07-29,Singapore,Networking
729,382,Pending,4810.05,4888.66,4700.04,2025-08-27,UK,Accessories
730,509,Completed,4705.02,4401.1,4613.28,2025-01-11,Canada,Accessories
731,674,Completed,4612.43,4517.8,4516.37,2025-05-09,India,Storage
732,695,Completed,1829.01,1794.29,1884.28,2025-08-21,India,Electronics
733,380,Completed,3656.08,3379.18,3670.9,2025-07-28,India,Storage
734,445,Completed,4060.63,4173.53,4316.19,2025-01-31,Canada,Storage
735,387,Cancelled,2621.52,2579.91,2597.53,2025-06-19,Canada,Office
736,378,Completed,756.21,768.93,727.97,2025-01-22,USA,Electronics
737,634,Cancelled,1124.61,1019.39,1191.65,2025-01-09,Singapore,Electronics
738,454,Cancelled,4895.09,5184.52,5153.83,2025-08-13,UK,Storage
739,673,Completed,3015.42,3054.0,3274.32,2025-02-16,India,Electronics
740,618,Cancelled,3241.83,2987.68,3348.82,2025-07-12,USA,Office
741,345,Completed,2414.07,2531.29,2587.59,2025-02-24,India,Office
742,350,Completed,1875.38,1892.38,1792.24,2025-02-13,UK,Office
743,623,Cancelled,1176.82,1160.88,1097.82,2025-06-23,USA,Storage
744,535,Completed,2737.69,2677.46,2097.93,2025-05-05,UK,Office
745,505,Pending,707.4,658.21,747.13,2025-04-12,UK,Networking
746,544,Cancelled,2557.42,2518.22,2449.08,2025-08-24,India,Office
747,620,Completed,3996.08,4289.23,4335.82,2025-06-05,Canada,Storage
748,608,Completed,3447.64,3613.64,3476.43,2025-03-25,Singapore,Accessories
749,540,Pending,2726.51,2551.14,2324.55,2025-07-14,UK,Storage
